"","95","190","285","380","475","950","1425","1900","4750","9500","14250"
"1","1","4","8","10","15","77","163","273","1624","4702","8038"
"2","1","4","6","11","18","77","164","280","1623","4723","8066"
"3","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos"
"4","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos"
"5","1","5","6","12","22","85","168","288","1654","4757","8090"
"6","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos"
"7","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos"
"8","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos"
"9","1","5","8","11","19","77","158","288","1630","4962","8340"
"10","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos"
"11",NA,"2","7","17","24","91","181","305","1681","4801","8134"
"12","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos"
"13",NA,"4","8","14","20","80","165","292","1649","4958","8323"
"14",NA,"3","7","13","23","88","181","298","1654","4945","8291"
"15",NA,"3","6","15","24","89","187","303","1655","4932","8282"
"16","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos"
"17","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos"
"18","1","3","10","19","29","80","154","288","1652","5019","8385"
"19","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos"
"20","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos"
"21","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos","not_pos"
